event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI7700,12-Nov-22,2022,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Mopti,Konna,Sama,14.9245,-3.896,2,Undisclosed Source,Local partner-Other,"Defusal: On 12 November 2022, FAMa soldiers discovered and destroyed an IED likely planted by JNIM militants near the village of Sama (Mopti, Mopti).",0,,1669053774
MLI7669,12-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,2,Undisclosed Source,Local partner-Other,"On 12 November 2022, IS Sahel militants killed three Fulani men for their perceived links to JNIM southeast of NDaki (Gourma-Rharous, Tombouctou).",3,,1669053774
MLI7836,12-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Djenne,Femaye,Taga,13.969,-4.3987,1,FAMAMali,National,"On 12 November 2022, FAMa conducted an air-supported operation and killed a militant (suspected to be JNIM), destroyed a militant base, and seized two motorcycles, and other items in Taga (Djenne, Mopti), according to a government statement.",1,,1680570803
MLI7839,12-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Mopti,Konna,Abdoulkarim,14.8566,-3.854,1,FAMAMali,National,"On 12 November 2022, FAMa killed two militants (suspected to be JNIM), destroyed an IED, and seized a motorcycle, a radio, and cereals destined for 'zakat' in the villages of Abdoulkarim and Nema (Mopti, Mopti), according to a government statement. 2 fatalities are split across two events.",1,,1680570803
MLI7840,12-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Mopti,Konna,Nema,14.8352,-3.8624,1,FAMAMali,National,"On 12 November 2022, FAMa killed two militants (suspected to be JNIM), destroyed an IED, and seized a motorcycle, a radio, and cereals destined for 'zakat' in the villages of Nema and Abdoulkarim (Mopti, Mopti), according to a government statement. 2 fatalities are split across two events.",1,,1680570803
MLI7670,12-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),Fulani Ethnic Group (Mali); Muslim Group (Mali); Pastoralists (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Dougoutene I,Birga-Peulh,14.0333,-3.2619,1,RFI; Undisclosed Source; Whatsapp,Local partner-Other,"On 12 November 2022, Malian soldiers killed three people, wounded two severely, and arrested fifteen others including the village imam from the Fulani community in the village of Birga-Peulh (Koro, Mopti).",3,,1685401336
MLI7678,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Diallassagou,Sokoro-Kanda,13.7494,-3.5576,1,Whatsapp; Undisclosed Source,Local partner-Other,"On 11 November 2022, presumed JNIM militants killed a man, burned houses, and seized livestock in the village of Sokoro-Kanda (Bankass, Mopti).",1,,1669053773
MLI7671,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,1,Whatsapp,New media,"On 11 November 2022, suspected IS Sahel militants shot and killed two people aboard a vehicle in the village of Bentia (Ansongo, Gao).",2,,1669053774
MLI7687,11-Nov-22,2022,1,Strategic developments,Strategic developments,Other,Civilians (Mali),,7,,,0,70,,466,Western Africa,Mali,Mopti,Douentza,Kerena,Douma,14.9164,-2.8546,1,Whatsapp,New media,"Displacement: On 11 November 2022, many residents fled the village of Douma (Douentza, Mopti), following FAMa operations in the area.",0,,1669053774
MLI7817,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Debere,Bonta,15.102,-2.9341,1,FAMAMali,National,"On 11 November 2022, FAMA conducted an operation and killed four militant watchmen (assumed unarmed, suspected to be JNIM) and seized IED-manufacturing materials in Bonta (Douentza, Mopti), Oualo, Kouara [Kara], and Tombori, according to a government statement. Three fatalities are split across 4 events.",0,,1680570803
MLI7819,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Debere,Kara,15.0724,-2.9281,1,FAMAMali,National,"On 11 November 2022, FAMA conducted an operation and killed four militant watchmen (assumed unarmed, suspected to be JNIM) and seized IED-manufacturing materials in Kouara [Kara] (Douentza, Mopti), Oualo, Tombori, and Bonta, according to a government statement. Three fatalities are split across 4 events.",1,,1680570803
MLI7820,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Debere,Oualo,15.0689,-2.924,1,FAMAMali,National,"On 11 November 2022, FAMA conducted an operation and killed four militant watchmen (assumed unarmed, suspected to be JNIM) and seized IED-manufacturing materials in Oualo (Douentza, Mopti), Kouara [Kara], Tombori, and Bonta, according to a government statement. Three fatalities are split across 4 events.",1,,1680570803
MLI7821,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Debere,Tombori,15.0843,-2.9336,1,FAMAMali,National,"On 11 November 2022, FAMA conducted an operation and killed four militant watchmen (assumed unarmed, suspected to be JNIM) and seized IED-manufacturing materials in Tombori (Douentza, Mopti), Oualo, Kouara [Kara], and Bonta, according to a government statement. Three fatalities are split across 4 events.",1,,1680570803
MLI7647,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Farmers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Segue,Tiguilabo,13.8188,-3.8251,1,Studio Tamani; Twitter,New media-Subnational,"On 11 November 2022, presumed JNIM militants killed three people, burned harvest, vandalized houses, and seized livestock in the villages of Tiguilabo and Kassagou (Bankass, Mopti). Fatalities are split across two events.",2,,1702343217
MLI7648,11-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Farmers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Segue,Kassagou,13.8111,-3.8264,1,Studio Tamani; Twitter,New media-Subnational,"On 11 November 2022, presumed JNIM militants killed three people, burned harvest, vandalized houses, and seized livestock in the villages of Kassagou and Tiguilabo (Bankass, Mopti). Fatalities are split across two events.",1,,1702343217
MLI7629,10-Nov-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Segou,Segou,Markala,Markala,13.6739,-6.075,1,Undisclosed Source; FAMAMali,Local partner-Other,"On 10 November 2022, presumed JNIM militants attacked a FAMa position in the town of Markala (Segou, Segou). Soldiers repelled the attack and seized equipment. One militant was killed.",1,,1668457335
MLI7632,10-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),Wagner Group,1,Islamic State (Sahel),,2,12,,466,Western Africa,Mali,Gao,Ansongo,Bara,Tin Tagart,15.9482,0.6991,2,Undisclosed Source,Local partner-Other,"On 10 November 2022, a joint FAMa and Wagner force clashed with IS Sahel militants in the area of Tin Tagart (Ansongo, Gao). Killed and captured reported among IS Sahel ranks. Unknown militant fatalities coded as 3.",3,,1668457336
MLI7644,10-Nov-22,2022,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Mali),,3,Civilians (Mali),Pastoralists (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Whatsapp,New media,"On 10 November 2022, a pastoralist man was wounded by the explosion of a grenade hidden under a barrel in the 4th quarter in the city of Gao (Gao, Gao).",0,,1668457336
MLI7722,10-Nov-22,2022,2,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,,466,Western Africa,Mali,Kayes,Nioro,Korera Kore,Korera Kore,15.1417,-8.9559,2,Undisclosed Source,Local partner-Other,"Looting: Around 10 November 2022 (between 8 - 13 November), an unidentified armed group seized livestock in the village of Ottouma, in the commune of Korera Kore, location coded as Korera Kore (Nioro, Kayes).",0,,1669053774
MLI7725,10-Nov-22,2022,1,Political violence,Riots,Mob violence,Rioters (Mali),Miners (Mali),5,Rioters (Mali),Miners (Mali),5,55,,466,Western Africa,Mali,Sikasso,Yanfolila,Wassoulou Balle,Yanfolila,11.1833,-8.15,2,Undisclosed Source,Local partner-Other,"On 10 November 2022, two camps of gold mining syndicalist respectively from Yanfolila and Ourou-Ourou engaged each other in a brawl in Yanfolila (Yanfolila, Sikasso). Two people were wounded. National guards intervened and arrested those involved.",0,crowd size=no report,1669053774
MLI7627,10-Nov-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Bandiagara,Lowol Gueou,Kargue,14.7947,-3.8127,1,Twitter; Le Pays Dogon; Undisclosed Source,Local partner-Other,"On 10 November 2022, JNIM militants attacked a Dan Na Ambassagou position in Kargue (Bandiagara, Mopti). Three militiamen were killed and weapons, ammunition, and equipment seized by the militants. JNIM claimed responsibility in an unofficial video showing the items captured.",3,,1680570799
MLI7662,10-Nov-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Segou,Segou,Markala,Point A,13.7418,-6.075,2,Undisclosed Source; Al Zallaqa,Local partner-Other,"On 10 November 2022, a FAMa vehicle hit an IED between Point A and Niougou (Segou, Segou). Casualties unknown. JNIM claimed responsibility and said that the explosion burned the vehicle and killed several soldiers.",0,,1680570799
MLI7649,09-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Tombouctou,Dire,Dire,Bingata,16.2279,-3.4649,1,Undisclosed Source; Whatsapp,Local partner-Other,"Property destruction: On 9 November 2022, presumed JNIM militants burned a school in the village of Bingata (Dire, Tombouctou).",0,,1668457335
MLI7650,09-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Tombouctou,Dire,Dire,Gayrama,16.2118,-3.4417,1,Whatsapp; Undisclosed Source,Local partner-Other,"Property destruction: On 9 November 2022, presumed JNIM militants burned a school in the village of Gayrama (Dire, Tombouctou).",0,,1668457335
MLI7658,09-Nov-22,2022,1,Political violence,Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),5,Civilians (Mali),,7,57,Civilian targeting,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,1,Essor; Whatsapp,New media-Subnational,"On 9 November 2022, a number of people killed three robbers by lynching near the Grand Market in the capital Bamako (Bamako, Bamako). A civilian had previously been shot and wounded in a robbery against an accountant of Indian nationality and his driver.",3,crowd size=no report,1668457335
MLI7630,09-Nov-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,2,Undisclosed Source,Local partner-Other,"On 9 November 2022, presumed JNIM militants ambushed FAMa soldiers aboard a tricycle between the town of Hombori (Douentza, Mopti) and the military camp outside the town. Between two and seven soldiers were killed.",2,,1668457336
MLI7665,09-Nov-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,,,0,20,,466,Western Africa,Mali,Segou,Niono,Sirifila Boundy,N'Dilla,14.4074,-5.8654,2,Undisclosed Source,Local partner-Other,"On 9 November 2022, JNIM militants detonated a bridge between N'Dilla and Medina-Coura B3 (Niono, Segou).",0,,1668457336
MLI7717,09-Nov-22,2022,1,Political violence,Battles,Armed clash,Police Forces of Mali (2021-),,1,Unidentified Armed Group (Mali),,3,13,,466,Western Africa,Mali,Kayes,Diema,Diema,Diema,14.5418,-9.1913,1,Undisclosed Source,Local partner-Other,"On 9 November 2022, policemen and an unidentified armed group exchanged gunfire in the town of Diema (Diema, Kayes). There were no casualties.",0,,1669053774
MLI7676,09-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Women (Mali); Farmers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Tominian,Lanfiala,Kouna-Toumou,13.4748,-3.9776,1,Undisclosed Source,Local partner-Other,"On 9 November 2022, JNIM militants killed a woman and burned harvest in the village of Kouna-Toumou (Tominian, Segou).",1,,1669053774
MLI7704,09-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Amachach Communal Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Kidal,Tessalit,Tessalit,Amachach,20.2581,0.9904,2,Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"On 9 November 2022, JNIM militants abducted the village chief of Amachach at the Tazalayte camp, near the village of Amachach (Tessalit, Kidal). The abducted was released on 22 November.",0,,1670885783
MLI7660,09-Nov-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,1,AMAP; Studio Tamani,National,"On 9 November 2022, a number of people demonstrated against insecurity and observed civil disobedience declared by civil society in the town of Ansongo (Ansongo, Gao). The demonstrators closed down checkpoints and blocked (through unclear means - assumed with their bodies) the entrances and exits to the town. The public administration, private services, and schools were closed.",0,crowd size=no report,1702343217
MLI7639,09-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Farmers (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Kolongo,Ouela,13.948,-5.6447,1,Studio Tamani,National,"On 9 November 2022, an unidentified armed group killed a farmer in the village of Ouela (Macina, Segou).",1,,1702343217
